size temperature err_m err_ms
80 2.381 0.00304799 1.05655
80 2.382 0.00346279 1.10051
80 2.383 0.00302644 1.27731
80 2.384 0.00388746 0.951442
80 2.385 0.00281732 1.00358
80 2.386 0.0026957 0.871708
80 2.387 0.00272034 1.02858
80 2.388 0.00256064 0.93235
80 2.389 0.0028399 0.961597
80 2.39 0.00270414 1.12616
80 2.391 0.00270357 0.92637
80 2.392 0.00264502 0.896661
80 2.393 0.00255133 0.838967
80 2.394 0.00264005 0.895515
80 2.395 0.00315055 0.93172
80 2.396 0.0028564 0.986901
80 2.397 0.00326192 0.989535
80 2.398 0.00334889 0.897307
80 2.399 0.00263845 0.912033
80 2.4 0.00261974 0.901173
80 2.401 0.00266634 0.747388
80 2.402 0.0027694 0.817956
80 2.403 0.00256299 0.866571
80 2.404 0.00327848 0.99757
80 2.405 0.00358639 0.995891
80 2.406 0.00261706 0.907638
80 2.407 0.00276425 1.0866
80 2.408 0.00246282 0.872865
80 2.409 0.00266011 0.883114
80 2.41 0.00258502 0.666098
80 2.411 0.00232103 0.673437
80 2.412 0.00258421 0.743965
80 2.413 0.0025621 0.755236
80 2.414 0.00241741 0.752439
80 2.415 0.00263566 0.929557
80 2.416 0.00248762 0.818383
80 2.417 0.00262866 0.905301
80 2.418 0.00260356 0.740875
80 2.419 0.00231446 0.723158
